rank,op_name,mean_mse,mean_cos
210,/base/transformer/layer.3/attention/v_lin/MatMul_output_0,0.0008255921546375989,0.99946850613958
211,base.transformer.layer.3.attention.v_lin.bias,0.0008255921546375989,0.99946850613958
212,/base/transformer/layer.3/attention/Mul_output_0,0.0008255921546375989,0.99946850613958
213,/base/transformer/layer.3/attention/Add_output_0,0.0008255921546375989,0.99946850613958
214,/base/transformer/layer.3/attention/out_lin/MatMul_output_0,0.0008255921546375989,0.99946850613958
215,base.transformer.layer.3.attention.out_lin.bias,0.0008255921546375989,0.99946850613958
216,/base/transformer/layer.3/ffn/lin1/MatMul_output_0,0.0008255921546375989,0.99946850613958
217,base.transformer.layer.3.ffn.lin1.bias,0.0008255921546375989,0.99946850613958
218,/base/transformer/layer.3/ffn/activation/Constant_output_0,0.0008255921546375989,0.99946850613958
219,/base/transformer/layer.3/ffn/activation/Constant_1_output_0,0.0008255921546375989,0.99946850613958
220,/base/transformer/layer.3/ffn/activation/Constant_2_output_0,0.0008255921546375989,0.99946850613958
221,/base/transformer/layer.3/ffn/lin2/MatMul_output_0,0.0008255921546375989,0.99946850613958
222,base.transformer.layer.3.ffn.lin2.bias,0.0008255921546375989,0.99946850613958
223,/base/transformer/layer.4/attention/q_lin/MatMul_output_0,0.0008255921546375989,0.99946850613958
224,base.transformer.layer.4.attention.q_lin.bias,0.0008255921546375989,0.99946850613958
225,/base/transformer/layer.4/attention/k_lin/MatMul_output_0,0.0008255921546375989,0.99946850613958
226,base.transformer.layer.4.attention.k_lin.bias,0.0008255921546375989,0.99946850613958
227,/base/transformer/layer.4/attention/v_lin/MatMul_output_0,0.0008255921546375989,0.99946850613958
228,base.transformer.layer.4.attention.v_lin.bias,0.0008255921546375989,0.99946850613958
229,/base/transformer/layer.4/attention/Mul_output_0,0.0008255921546375989,0.99946850613958
230,/base/transformer/layer.4/attention/Add_output_0,0.0008255921546375989,0.99946850613958
231,/base/transformer/layer.4/attention/out_lin/MatMul_output_0,0.0008255921546375989,0.99946850613958
232,base.transformer.layer.4.attention.out_lin.bias,0.0008255921546375989,0.99946850613958
